seqnames,start,end,ID,Name,Description,z_score
Lcu.1GRN.Chr2,327856260,327887598,Lcu.1GRN.2g043680,Lcu.1GRN.2g043680,CID domain-containing protein,4.383696612
Lcu.1GRN.Chr4,486152953,486154770,Lcu.1GRN.4g070520,Lcu.1GRN.4g070520,Clathrin light chain,5.021599123
Lcu.1GRN.Chr2,993006,995752,Lcu.1GRN.2g000560,Lcu.1GRN.2g000560,cleavage and polyadenylation specificity factor subunit 3-I,4.930762925
Lcu.1GRN.Chr2,328191949,328196818,Lcu.1GRN.2g043750,Lcu.1GRN.2g043750,Cleavage stimulation factor subunit 77,4.383696612
Lcu.1GRN.Chr2,322269098,322270707,Lcu.1GRN.2g043170,Lcu.1GRN.2g043170,Co-chaperone protein p23,5.503949486
Lcu.1GRN.Chr6,332129152,332129852,Lcu.1GRN.6g040540,Lcu.1GRN.6g040540,Cold acclimation responsive protein BudCAR5,5.277712781
Lcu.1GRN.Chr6,332157505,332158071,Lcu.1GRN.6g040550,Lcu.1GRN.6g040550,Cold acclimation-specific protein,5.326029949
Lcu.1GRN.Chr4,152472821,152474609,Lcu.1GRN.4g019640,Lcu.1GRN.4g019640,Complex I-KFYI,6.703842383
Lcu.1GRN.Chr4,37928391,37928810,Lcu.1GRN.4g007330,Lcu.1GRN.4g007330,Copper transport protein,5.868093269
Lcu.1GRN.Chr7,4399877,4406193,Lcu.1GRN.7g002340,Lcu.1GRN.7g002340,Copper-transporting ATPase,6.272664414
Lcu.1GRN.Chr4,152163403,152166536,Lcu.1GRN.4g019600,Lcu.1GRN.4g019600,Core-2/I-branching beta-1; 6-N-acetylglucosaminyltransferase family protein,8.422807718
Lcu.1GRN.Chr7,649422044,649425378,Lcu.1GRN.7g078400,Lcu.1GRN.7g078400,CRAL-TRIO domain-containing protein,5.841878134
Lcu.1GRN.Chr4,288883722,288885883,Lcu.1GRN.4g034170,Lcu.1GRN.4g034170,CRM domain-containing protein,9.514331107
Lcu.1GRN.Chr6,340954895,340958020,Lcu.1GRN.6g042560,Lcu.1GRN.6g042560,Cyclic nucleotide gated channel,6.645337919
Lcu.1GRN.Chr4,499183883,499187029,Lcu.1GRN.4g073880,Lcu.1GRN.4g073880,Cyclin-dependent kinase,6.685403491
Lcu.1GRN.Chr6,332545523,332546902,Lcu.1GRN.6g040670,Lcu.1GRN.6g040670,Cysteine dioxygenase,5.326029949
Lcu.1GRN.Chr6,341918487,341922799,Lcu.1GRN.6g042720,Lcu.1GRN.6g042720,Cysteine proteinase inhibitor,8.299012522
Lcu.1GRN.Chr7,649076730,649077080,Lcu.1GRN.7g078130,Lcu.1GRN.7g078130,Cysteine proteinase inhibitor,5.841878134
Lcu.1GRN.Chr7,649081502,649081858,Lcu.1GRN.7g078140,Lcu.1GRN.7g078140,cysteine proteinase inhibitor 5-like,5.841878134
Lcu.1GRN.Chr2,54485788,54486945,Lcu.1GRN.2g015720,Lcu.1GRN.2g015720,Cysteine synthase 1,14.05526879
Lcu.1GRN.Chr6,343586069,343587085,Lcu.1GRN.6g043030,Lcu.1GRN.6g043030,Cysteine-rich receptor-like protein kinase,6.662374728
Lcu.1GRN.Chr4,170672944,170675672,Lcu.1GRN.4g021900,Lcu.1GRN.4g021900,Cysteine-rich receptor-like protein kinase,6.03383999
Lcu.1GRN.Chr2,415937763,415937967,Lcu.1GRN.2g056390,Lcu.1GRN.2g056390,Cysteine-rich RLK (Receptor-like protein kinase) 8,18.62360138
Lcu.1GRN.Chr4,288627763,288628924,Lcu.1GRN.4g034020,Lcu.1GRN.4g034020,Cysteine-rich RLK (Receptor-like protein kinase) 8,9.514331107
Lcu.1GRN.Chr2,416182679,416183563,Lcu.1GRN.2g056480,Lcu.1GRN.2g056480,Cytidine deaminase,19.53742735
Lcu.1GRN.Chr7,649113844,649115180,Lcu.1GRN.7g078170,Lcu.1GRN.7g078170,Cytochrome b561 and DOMON domain-containing protein,5.841878134
Lcu.1GRN.Chr2,328130864,328133348,Lcu.1GRN.2g043730,Lcu.1GRN.2g043730,Cytochrome b5-like heme/steroid-binding domain protein,4.383696612
Lcu.1GRN.Chr4,327201853,327204415,Lcu.1GRN.4g039960,Lcu.1GRN.4g039960,Cytochrome c oxidase subunit 1,7.811119763
Lcu.1GRN.Chr7,4231134,4233306,Lcu.1GRN.7g002230,Lcu.1GRN.7g002230,Cytochrome P450,6.272664414
Lcu.1GRN.Chr5,403710713,403712955,Lcu.1GRN.5g047480,Lcu.1GRN.5g047480,Cytochrome P450,4.412437548
Lcu.1GRN.Chr6,341923693,341925870,Lcu.1GRN.6g042730,Lcu.1GRN.6g042730,Cytochrome P450 98A2,8.299012522
Lcu.1GRN.Chr6,277730809,277732421,Lcu.1GRN.6g032060,Lcu.1GRN.6g032060,Cytochrome P450 family protein,8.346630686
Lcu.1GRN.Chr2,135413472,135425236,Lcu.1GRN.2g025970,Lcu.1GRN.2g025970,Cytochrome P450 family protein,7.847914807
Lcu.1GRN.Chr4,486317168,486318694,Lcu.1GRN.4g070590,Lcu.1GRN.4g070590,Cytochrome P450 family protein,6.693593059
Lcu.1GRN.Chr7,4224767,4226777,Lcu.1GRN.7g002220,Lcu.1GRN.7g002220,Cytochrome P450 family protein,6.272664414
Lcu.1GRN.Chr4,150166823,150172816,Lcu.1GRN.4g019390,Lcu.1GRN.4g019390,Cytochrome P450 family protein,5.20877884
Lcu.1GRN.Chr7,648990000,648993915,Lcu.1GRN.7g078080,Lcu.1GRN.7g078080,Cytosolic Fe-S cluster assembly factor NBP35,5.841878134
Lcu.1GRN.Chr7,649486047,649488215,Lcu.1GRN.7g078470,Lcu.1GRN.7g078470,DEAD-box ATP-dependent RNA helicase,4.907428244
Lcu.1GRN.Chr2,1432052,1435510,Lcu.1GRN.2g000850,Lcu.1GRN.2g000850,DEAD-box ATP-dependent RNA helicase 42,5.301144802
Lcu.1GRN.Chr2,321905914,321906288,Lcu.1GRN.2g043140,Lcu.1GRN.2g043140,Dehydrin 13,5.503949486
Lcu.1GRN.Chr4,39126309,39138484,Lcu.1GRN.4g007480,Lcu.1GRN.4g007480,Delta-1-pyrroline-5-carboxylate synthase,5.50240305
Lcu.1GRN.Chr4,288857236,288858886,Lcu.1GRN.4g034140,Lcu.1GRN.4g034140,Dentin sialophosphoprotein-like,9.514331107
Lcu.1GRN.Chr2,400015998,400020460,Lcu.1GRN.2g053990,Lcu.1GRN.2g053990,deoxynucleoside triphosphate triphosphohydrolase SAMHD1 homolog,4.80147988
Lcu.1GRN.Chr4,105635425,105640976,Lcu.1GRN.4g014920,Lcu.1GRN.4g014920,Deoxyribodipyrimidine photolyase,4.661202255
Lcu.1GRN.Chr3,384702603,384702756,Lcu.1GRN.3g054700,Lcu.1GRN.3g054700,diacylglycerol kinase,5.272320891
Lcu.1GRN.Chr2,54495354,54503116,Lcu.1GRN.2g015740,Lcu.1GRN.2g015740,Dihydrolipoyl dehydrogenase,14.05526879
Lcu.1GRN.Chr6,332611401,332622298,Lcu.1GRN.6g040680,Lcu.1GRN.6g040680,Diphthine--ammonia ligase,5.326029949
Lcu.1GRN.Chr4,170279677,170280210,Lcu.1GRN.4g021780,Lcu.1GRN.4g021780,Dirigent protein,6.03383999
Lcu.1GRN.Chr4,170300792,170301325,Lcu.1GRN.4g021790,Lcu.1GRN.4g021790,Dirigent protein,6.03383999
Lcu.1GRN.Chr4,170335045,170335578,Lcu.1GRN.4g021800,Lcu.1GRN.4g021800,Dirigent protein,6.03383999
Lcu.1GRN.Chr4,170343802,170344335,Lcu.1GRN.4g021810,Lcu.1GRN.4g021810,Dirigent protein,6.03383999
Lcu.1GRN.Chr4,170387001,170387534,Lcu.1GRN.4g021820,Lcu.1GRN.4g021820,Dirigent protein,6.03383999
Lcu.1GRN.Chr4,170496845,170497246,Lcu.1GRN.4g021830,Lcu.1GRN.4g021830,Dirigent protein,6.03383999
Lcu.1GRN.Chr6,342619397,342624429,Lcu.1GRN.6g042860,Lcu.1GRN.6g042860,Disease resistance protein (TIR-NBS-LRR class),8.188239791
Lcu.1GRN.Chr6,342624562,342625748,Lcu.1GRN.6g042870,Lcu.1GRN.6g042870,Disease resistance protein (TIR-NBS-LRR class),8.188239791
Lcu.1GRN.Chr6,342627231,342627707,Lcu.1GRN.6g042880,Lcu.1GRN.6g042880,Disease resistance protein (TIR-NBS-LRR class),8.188239791
Lcu.1GRN.Chr4,114050994,114055905,Lcu.1GRN.4g016030,Lcu.1GRN.4g016030,Disease resistance protein (TIR-NBS-LRR class);  putative,6.446870086
Lcu.1GRN.Chr4,114317542,114323056,Lcu.1GRN.4g016120,Lcu.1GRN.4g016120,Disease resistance protein (TIR-NBS-LRR class);  putative,6.446870086
Lcu.1GRN.Chr2,416131023,416135536,Lcu.1GRN.2g056470,Lcu.1GRN.2g056470,DNA damage-binding protein 1,19.53742735
Lcu.1GRN.Chr6,398344191,398344748,Lcu.1GRN.6g052650,Lcu.1GRN.6g052650,DNA excision repair protein ERCC-8,8.617707281
Lcu.1GRN.Chr4,486723353,486730918,Lcu.1GRN.4g070780,Lcu.1GRN.4g070780,DNA helicase,7.107624845
Lcu.1GRN.Chr4,115689459,115690641,Lcu.1GRN.4g016300,Lcu.1GRN.4g016300,DNA helicase,5.296686333
Lcu.1GRN.Chr2,1068655,1077399,Lcu.1GRN.2g000620,Lcu.1GRN.2g000620,DNA helicase,4.930762925
Lcu.1GRN.Chr3,316969270,316969719,Lcu.1GRN.3g042180,Lcu.1GRN.3g042180,DNA polymerase epsilon subunit C,5.277901767
Lcu.1GRN.Chr4,169760894,169770096,Lcu.1GRN.4g021680,Lcu.1GRN.4g021680,DNA repair protein RAD16,4.690847514
Lcu.1GRN.Chr4,180610542,180611201,Lcu.1GRN.4g023200,Lcu.1GRN.4g023200,DNA repair UVH3-like protein,5.173777538
Lcu.1GRN.Chr2,54388076,54390053,Lcu.1GRN.2g015700,Lcu.1GRN.2g015700,DNA-directed RNA polymerase subunit,14.05526879
Lcu.1GRN.Chr4,492001065,492003026,Lcu.1GRN.4g071910,Lcu.1GRN.4g071910,DnaJ homolog subfamily C member 2-like,5.215318822
Lcu.1GRN.Chr2,1238853,1240350,Lcu.1GRN.2g000800,Lcu.1GRN.2g000800,DnaJ protein,4.930762925
Lcu.1GRN.Chr3,384901835,384904808,Lcu.1GRN.3g054780,Lcu.1GRN.3g054780,double-stranded RNA-binding protein 1-like,8.567536692
Lcu.1GRN.Chr6,398284560,398285502,Lcu.1GRN.6g052610,Lcu.1GRN.6g052610,Dual specificity phosphatase Cdc25,8.617707281
Lcu.1GRN.Chr6,339285369,339287868,Lcu.1GRN.6g042020,Lcu.1GRN.6g042020,DUF223 domain protein,7.797029867
Lcu.1GRN.Chr7,4372264,4375432,Lcu.1GRN.7g002300,Lcu.1GRN.7g002300,DUF223 domain protein,6.272664414
Lcu.1GRN.Chr2,1512481,1515465,Lcu.1GRN.2g000890,Lcu.1GRN.2g000890,DUF223 domain protein,5.301144802
Lcu.1GRN.Chr3,252079546,252081313,Lcu.1GRN.3g030430,Lcu.1GRN.3g030430,DUF223 domain-containing protein,6.975998139
Lcu.1GRN.Chr4,170561123,170568401,Lcu.1GRN.4g021860,Lcu.1GRN.4g021860,DUF223 domain-containing protein,6.03383999
Lcu.1GRN.Chr6,332647567,332650104,Lcu.1GRN.6g040700,Lcu.1GRN.6g040700,DUF223 domain-containing protein,5.326029949
Lcu.1GRN.Chr4,38747180,38750085,Lcu.1GRN.4g007400,Lcu.1GRN.4g007400,DUF3527 domain protein,5.50240305
Lcu.1GRN.Chr6,398162420,398163466,Lcu.1GRN.6g052530,Lcu.1GRN.6g052530,DUF4050 domain-containing protein,8.566509684
Lcu.1GRN.Chr6,338966183,338967322,Lcu.1GRN.6g041870,Lcu.1GRN.6g041870,DUF4216 domain-containing protein,6.768322871
Lcu.1GRN.Chr6,338967855,338969231,Lcu.1GRN.6g041880,Lcu.1GRN.6g041880,DUF4218 domain-containing protein,6.768322871
Lcu.1GRN.Chr4,327484528,327484843,Lcu.1GRN.4g040010,Lcu.1GRN.4g040010,DUF4219 domain-containing protein,7.341808162
Lcu.1GRN.Chr3,348878389,348878862,Lcu.1GRN.3g048100,Lcu.1GRN.3g048100,DUF4283 domain-containing protein,4.594173006
Lcu.1GRN.Chr7,648935959,648936363,Lcu.1GRN.7g078010,Lcu.1GRN.7g078010,DUF506 family protein,5.577933041
Lcu.1GRN.Chr7,648944813,648945870,Lcu.1GRN.7g078020,Lcu.1GRN.7g078020,DUF506 family protein,5.577933041
Lcu.1GRN.Chr7,4616280,4617191,Lcu.1GRN.7g002450,Lcu.1GRN.7g002450,DUF506 family protein,4.932296227
Lcu.1GRN.Chr4,160936160,160938621,Lcu.1GRN.4g020720,Lcu.1GRN.4g020720,DUF604 domain-containing protein,5.416105825
Lcu.1GRN.Chr4,115027404,115029384,Lcu.1GRN.4g016200,Lcu.1GRN.4g016200,DUF642 domain-containing protein,4.696950058
Lcu.1GRN.Chr4,499253392,499253685,Lcu.1GRN.4g073950,Lcu.1GRN.4g073950,DUF659 domain-containing protein,6.685403491
Lcu.1GRN.Chr4,105707699,105709023,Lcu.1GRN.4g014930,Lcu.1GRN.4g014930,DUF659 domain-containing protein,6.453303853
Lcu.1GRN.Chr2,1223978,1224476,Lcu.1GRN.2g000770,Lcu.1GRN.2g000770,DUF659 domain-containing protein,4.930762925
Lcu.1GRN.Chr2,1225073,1225917,Lcu.1GRN.2g000780,Lcu.1GRN.2g000780,DUF659 domain-containing protein,4.930762925
Lcu.1GRN.Chr6,373760802,373761806,Lcu.1GRN.6g047580,Lcu.1GRN.6g047580,DUF868 domain-containing protein,9.646916359
Lcu.1GRN.Chr4,289618118,289622179,Lcu.1GRN.4g034270,Lcu.1GRN.4g034270,DUF936 family protein,8.277974953
Lcu.1GRN.Chr2,135302309,135305345,Lcu.1GRN.2g025940,Lcu.1GRN.2g025940,DUF936 family protein,7.847914807
Lcu.1GRN.Chr2,1080165,1082277,Lcu.1GRN.2g000630,Lcu.1GRN.2g000630,DUF936 family protein,4.930762925
Lcu.1GRN.Chr2,893434,894423,Lcu.1GRN.2g000470,Lcu.1GRN.2g000470,dynamin-related protein 5A-like,4.930762925
Lcu.1GRN.Chr4,491797294,491797674,Lcu.1GRN.4g071850,Lcu.1GRN.4g071850,Dynein light chain,5.215318822
Lcu.1GRN.Chr4,486680293,486681188,Lcu.1GRN.4g070750,Lcu.1GRN.4g070750,E2 ubiquitin-conjugating enzyme,7.107624845
Lcu.1GRN.Chr2,136888571,136891476,Lcu.1GRN.2g026330,Lcu.1GRN.2g026330,E3 ubiquitin-protein,5.753268506
Lcu.1GRN.Chr6,340683397,340686479,Lcu.1GRN.6g042480,Lcu.1GRN.6g042480,E3 ubiquitin-protein ligase,6.281792177
Lcu.1GRN.Chr2,54303865,54307555,Lcu.1GRN.2g015680,Lcu.1GRN.2g015680,E3 ubiquitin-protein ligase chfr-like protein,14.05526879
Lcu.1GRN.Chr6,398239745,398245483,Lcu.1GRN.6g052560,Lcu.1GRN.6g052560,E3 ubiquitin-protein ligase RFWD3,8.617707281
Lcu.1GRN.Chr4,487080817,487081302,Lcu.1GRN.4g070830,Lcu.1GRN.4g070830,E3 ubiquitin-protein ligase rha1b-like protein,6.537652237
Lcu.1GRN.Chr7,649009132,649015143,Lcu.1GRN.7g078100,Lcu.1GRN.7g078100,E3 ubiquitin-protein ligase UPL5-like protein,5.841878134
Lcu.1GRN.Chr2,416094537,416095916,Lcu.1GRN.2g056460,Lcu.1GRN.2g056460,ectonucleotide pyrophosphatase/phosphodiesterase family member 3,19.53742735
Lcu.1GRN.Chr4,289134979,289135872,Lcu.1GRN.4g034250,Lcu.1GRN.4g034250,EDR2_C domain-containing protein,8.270727568
Lcu.1GRN.Chr6,274449541,274450128,Lcu.1GRN.6g031770,Lcu.1GRN.6g031770,EF hand calcium-binding family protein,4.738840699
Lcu.1GRN.Chr4,328219242,328226704,Lcu.1GRN.4g040180,Lcu.1GRN.4g040180,EF-hand domain-containing protein,6.690551233
Lcu.1GRN.Chr7,648858423,648863289,Lcu.1GRN.7g077940,Lcu.1GRN.7g077940,EH domain-containing protein 1-like,5.577933041
Lcu.1GRN.Chr3,317053921,317055979,Lcu.1GRN.3g042200,Lcu.1GRN.3g042200,ELMO domain-containing protein A,5.277901767
Lcu.1GRN.Chr4,114061876,114086928,Lcu.1GRN.4g016050,Lcu.1GRN.4g016050,Elongation factor G;  mitochondrial,6.446870086
Lcu.1GRN.Chr4,152561915,152569028,Lcu.1GRN.4g019660,Lcu.1GRN.4g019660,Embryo defective,4.877605196
Lcu.1GRN.Chr4,325309535,325312499,Lcu.1GRN.4g039570,Lcu.1GRN.4g039570,Endoglucanase,6.649028994
Lcu.1GRN.Chr4,491642602,491646618,Lcu.1GRN.4g071740,Lcu.1GRN.4g071740,Endoglucanase,4.843408876
Lcu.1GRN.Chr4,287906520,287910484,Lcu.1GRN.4g033930,Lcu.1GRN.4g033930,Endonuclease III homolog,5.715243137
Lcu.1GRN.Chr4,169806069,169809095,Lcu.1GRN.4g021690,Lcu.1GRN.4g021690,Endoplasmic reticulum transmembrane protein,4.690847514
Lcu.1GRN.Chr4,325306085,325309128,Lcu.1GRN.4g039560,Lcu.1GRN.4g039560,enoyl-[acyl-carrier-protein] reductase [NADH];  chloroplastic-like,6.649028994
Lcu.1GRN.Chr6,373552641,373559023,Lcu.1GRN.6g047490,Lcu.1GRN.6g047490,ent-copalyl diphosphate synthase;  chloroplastic-like,9.646916359
Lcu.1GRN.Chr7,4139575,4142508,Lcu.1GRN.7g002200,Lcu.1GRN.7g002200,Er lumen protein retaining receptor-like protein,6.272664414
Lcu.1GRN.Chr4,328158572,328161499,Lcu.1GRN.4g040150,Lcu.1GRN.4g040150,ER lumen protein-retaining receptor,6.690551233
Lcu.1GRN.Chr7,4150212,4156763,Lcu.1GRN.7g002210,Lcu.1GRN.7g002210,ER lumen protein-retaining receptor-like,6.272664414
Lcu.1GRN.Chr7,649564442,649568263,Lcu.1GRN.7g078540,Lcu.1GRN.7g078540,Esterase/lipase domain protein,4.726987658
Lcu.1GRN.Chr2,319579925,319580905,Lcu.1GRN.2g042970,Lcu.1GRN.2g042970,Ethylene-responsive transcription factor ERN2,8.44594598
Lcu.1GRN.Chr4,288746851,288747831,Lcu.1GRN.4g034090,Lcu.1GRN.4g034090,Eukaryotic initiation factor 4A,9.514331107
Lcu.1GRN.Chr4,288758158,288761785,Lcu.1GRN.4g034100,Lcu.1GRN.4g034100,Eukaryotic initiation factor 4A,9.514331107
Lcu.1GRN.Chr6,341807172,341807579,Lcu.1GRN.6g042700,Lcu.1GRN.6g042700,Eukaryotic translation initiation factor 5,5.284420314
Lcu.1GRN.Chr7,631041637,631045051,Lcu.1GRN.7g069540,Lcu.1GRN.7g069540,Eukaryotic translation initiation factor 6,6.381848133
Lcu.1GRN.Chr7,630920886,630922703,Lcu.1GRN.7g069490,Lcu.1GRN.7g069490,exopolygalacturonase-like,6.321484311
Lcu.1GRN.Chr2,1088099,1090521,Lcu.1GRN.2g000650,Lcu.1GRN.2g000650,Exosome complex component RRP42,4.930762925
Lcu.1GRN.Chr2,1084497,1087370,Lcu.1GRN.2g000640,Lcu.1GRN.2g000640,Exosome complex exonuclease RRP41,4.930762925
Lcu.1GRN.Chr3,317181639,317183496,Lcu.1GRN.3g042210,Lcu.1GRN.3g042210,Exostosin domain-containing protein,5.277901767
Lcu.1GRN.Chr3,317237557,317239416,Lcu.1GRN.3g042230,Lcu.1GRN.3g042230,Exostosin-like protein,5.277901767
Lcu.1GRN.Chr6,373623244,373627989,Lcu.1GRN.6g047520,Lcu.1GRN.6g047520,F-box domain-containing protein,9.646916359
Lcu.1GRN.Chr7,649605575,649606783,Lcu.1GRN.7g078590,Lcu.1GRN.7g078590,F-box domain-containing protein,4.726987658
Lcu.1GRN.Chr3,348873432,348874868,Lcu.1GRN.3g048060,Lcu.1GRN.3g048060,F-box domain-containing protein,4.594173006
Lcu.1GRN.Chr4,499251696,499252133,Lcu.1GRN.4g073940,Lcu.1GRN.4g073940,F-box protein,6.685403491
Lcu.1GRN.Chr6,275034230,275035291,Lcu.1GRN.6g031890,Lcu.1GRN.6g031890,F-box protein,4.690905568
Lcu.1GRN.Chr2,1633182,1635717,Lcu.1GRN.2g000950,Lcu.1GRN.2g000950,F-box protein At1g10780,5.301144802
Lcu.1GRN.Chr7,649024858,649026508,Lcu.1GRN.7g078110,Lcu.1GRN.7g078110,F-box protein CPR1,5.841878134
Lcu.1GRN.Chr4,289350722,289355307,Lcu.1GRN.4g034260,Lcu.1GRN.4g034260,F-box protein SKIP16,7.434037381
Lcu.1GRN.Chr4,492111206,492111541,Lcu.1GRN.4g071930,Lcu.1GRN.4g071930,F-box protein SKIP2,5.215318822
Lcu.1GRN.Chr4,148706365,148706926,Lcu.1GRN.4g019200,Lcu.1GRN.4g019200,F-box protein SKP2A-like,6.53799307
Lcu.1GRN.Chr5,30321662,30325020,Lcu.1GRN.5g012340,Lcu.1GRN.5g012340,F-box SKIP31-like protein,5.592569352
Lcu.1GRN.Chr4,114517983,114520117,Lcu.1GRN.4g016150,Lcu.1GRN.4g016150,F-box/FBD/LRR-repeat protein At2g04230,5.743431573
Lcu.1GRN.Chr4,115718943,115720781,Lcu.1GRN.4g016310,Lcu.1GRN.4g016310,F-box/LRR protein,5.296686333
Lcu.1GRN.Chr2,1710183,1711805,Lcu.1GRN.2g001010,Lcu.1GRN.2g001010,F-box/LRR-repeat protein,5.301144802
Lcu.1GRN.Chr4,491700145,491700680,Lcu.1GRN.4g071750,Lcu.1GRN.4g071750,F-box/LRR-repeat protein 14,5.215318822
Lcu.1GRN.Chr4,491707628,491711133,Lcu.1GRN.4g071770,Lcu.1GRN.4g071770,F-box/LRR-repeat protein 14,5.215318822
Lcu.1GRN.Chr4,106837701,106839932,Lcu.1GRN.4g015050,Lcu.1GRN.4g015050,F-box-like protein,20.84927474
Lcu.1GRN.Chr4,115641237,115651118,Lcu.1GRN.4g016280,Lcu.1GRN.4g016280,Fe2OG dioxygenase domain-containing protein,5.296686333
Lcu.1GRN.Chr2,1123255,1124738,Lcu.1GRN.2g000680,Lcu.1GRN.2g000680,Fe2OG dioxygenase domain-containing protein,4.930762925
Lcu.1GRN.Chr2,1005515,1005961,Lcu.1GRN.2g000580,Lcu.1GRN.2g000580,Ferredoxin,4.930762925
Lcu.1GRN.Chr2,53151237,53152285,Lcu.1GRN.2g015400,Lcu.1GRN.2g015400,Ferritin,8.645663378
Lcu.1GRN.Chr6,274955386,274962480,Lcu.1GRN.6g031870,Lcu.1GRN.6g031870,FHA domain-containing protein,4.690905568
Lcu.1GRN.Chr2,1850355,1853693,Lcu.1GRN.2g001060,Lcu.1GRN.2g001060,Fibrillin protein 5 homolog,5.301144802
Lcu.1GRN.Chr7,631116213,631117211,Lcu.1GRN.7g069620,Lcu.1GRN.7g069620,Filament-like plant protein 4,6.381848133
Lcu.1GRN.Chr4,289619109,289619594,Lcu.1GRN.4g034280,Lcu.1GRN.4g034280,Flowering time control FPA-like protein,8.277974953
Lcu.1GRN.Chr4,289661277,289668446,Lcu.1GRN.4g034330,Lcu.1GRN.4g034330,flowering time control protein FPA,11.44259945
Lcu.1GRN.Chr6,398313259,398347749,Lcu.1GRN.6g052640,Lcu.1GRN.6g052640,Fmp27_GFWDK domain-containing protein,8.617707281
Lcu.1GRN.Chr2,400084845,400087876,Lcu.1GRN.2g054010,Lcu.1GRN.2g054010,Formate dehydrogenase;  mitochondrial,4.80147988
Lcu.1GRN.Chr4,288629577,288629942,Lcu.1GRN.4g034040,Lcu.1GRN.4g034040,Formin-like protein,9.514331107
Lcu.1GRN.Chr6,332343666,332344877,Lcu.1GRN.6g040600,Lcu.1GRN.6g040600,Formyltetrahydrofolate deformylase-like protein,5.326029949
Lcu.1GRN.Chr4,288890268,288892210,Lcu.1GRN.4g034180,Lcu.1GRN.4g034180,fructokinase-2,9.514331107
Lcu.1GRN.Chr2,54544882,54547343,Lcu.1GRN.2g015770,Lcu.1GRN.2g015770,Gag-pol polyprotein,14.05526879
Lcu.1GRN.Chr7,631134856,631137210,Lcu.1GRN.7g069650,Lcu.1GRN.7g069650,Gamma-glutamylcyclotransferase family protein,6.381848133
Lcu.1GRN.Chr4,287899508,287902036,Lcu.1GRN.4g033920,Lcu.1GRN.4g033920,Gamma-secretase subunit aph1-like protein,5.715243137
Lcu.1GRN.Chr3,384623882,384630440,Lcu.1GRN.3g054690,Lcu.1GRN.3g054690,GATA transcription factor 24-like protein,5.272320891
Lcu.1GRN.Chr3,384715343,384719500,Lcu.1GRN.3g054730,Lcu.1GRN.3g054730,GATA transcription factor 25-like,5.272320891
Lcu.1GRN.Chr2,1248307,1249957,Lcu.1GRN.2g000810,Lcu.1GRN.2g000810,GATA transcription factor 29,4.930762925
Lcu.1GRN.Chr2,883509,886400,Lcu.1GRN.2g000450,Lcu.1GRN.2g000450,GB1/RHD3-type G domain-containing protein,4.930762925
Lcu.1GRN.Chr4,486208707,486209813,Lcu.1GRN.4g070540,Lcu.1GRN.4g070540,GDSL esterase/lipase,5.021599123
Lcu.1GRN.Chr4,486220825,486222215,Lcu.1GRN.4g070550,Lcu.1GRN.4g070550,GDSL esterase/lipase,5.021599123
Lcu.1GRN.Chr4,38465246,38467562,Lcu.1GRN.4g007350,Lcu.1GRN.4g007350,GDSL esterase/lipase,4.944689026
Lcu.1GRN.Chr4,152244519,152252561,Lcu.1GRN.4g019620,Lcu.1GRN.4g019620,General transcription factor 3C polypeptide 2,8.422807718
Lcu.1GRN.Chr4,324709993,324727248,Lcu.1GRN.4g039390,Lcu.1GRN.4g039390,general transcription factor 3C polypeptide 3,8.04279485
Lcu.1GRN.Chr3,384912875,384918718,Lcu.1GRN.3g054790,Lcu.1GRN.3g054790,geranylgeranyl transferase type-2 subunit alpha 1,8.567536692
Lcu.1GRN.Chr2,1678186,1679926,Lcu.1GRN.2g000960,Lcu.1GRN.2g000960,gibberellin 20 oxidase 2-like,5.301144802
Lcu.1GRN.Chr2,54275814,54278271,Lcu.1GRN.2g015660,Lcu.1GRN.2g015660,Glucan endo-1; 3-beta-D-glucosidase,14.05526879
Lcu.1GRN.Chr2,54090537,54092075,Lcu.1GRN.2g015610,Lcu.1GRN.2g015610,Glucan endo-1; 3-beta-D-glucosidase,7.048710576
Lcu.1GRN.Chr7,4397132,4398918,Lcu.1GRN.7g002330,Lcu.1GRN.7g002330,Glucan endo-1; 3-beta-D-glucosidase,6.272664414
Lcu.1GRN.Chr7,649176263,649176819,Lcu.1GRN.7g078230,Lcu.1GRN.7g078230,Glucan endo-1; 3-beta-glucosidase-like protein,5.841878134
Lcu.1GRN.Chr4,407673616,407675455,Lcu.1GRN.4g054650,Lcu.1GRN.4g054650,Glucose-6-phosphate 1-epimerase,5.124512977
Lcu.1GRN.Chr4,39230511,39233737,Lcu.1GRN.4g007490,Lcu.1GRN.4g007490,Glucose-induced degradation protein 4-like,4.601794398
Lcu.1GRN.Chr6,277838561,277840945,Lcu.1GRN.6g032070,Lcu.1GRN.6g032070,glutamic acid-rich protein,8.346630686
Lcu.1GRN.Chr4,407746724,407748511,Lcu.1GRN.4g054680,Lcu.1GRN.4g054680,Glutamyl-tRNA reductase,5.124512977
Lcu.1GRN.Chr6,279050917,279052210,Lcu.1GRN.6g032210,Lcu.1GRN.6g032210,Glutathione reductase,6.820697289
Lcu.1GRN.Chr7,649589879,649592951,Lcu.1GRN.7g078570,Lcu.1GRN.7g078570,Glutathione transferase,4.726987658
Lcu.1GRN.Chr2,415848633,415849621,Lcu.1GRN.2g056370,Lcu.1GRN.2g056370,Glyceraldehyde-3-phosphate dehydrogenase cytosolic,14.05633903
