seqnames,start,end,ID,Name,Description
Lcu.1GRN.Chr1,478951908,478956239,Lcu.1GRN.1g051200,Lcu.1GRN.1g051200,homeobox protein knotted-1-like 1
Lcu.1GRN.Chr1,372536521,372537519,Lcu.1GRN.1g036300,Lcu.1GRN.1g036300,Hydrolase_4 domain-containing protein
Lcu.1GRN.Chr1,372624052,372625020,Lcu.1GRN.1g036310,Lcu.1GRN.1g036310,Hydrolase_4 domain-containing protein
Lcu.1GRN.Chr6,304391111,304391728,Lcu.1GRN.6g036610,Lcu.1GRN.6g036610,hypothetical protein
Lcu.1GRN.Chr6,304645229,304645921,Lcu.1GRN.6g036640,Lcu.1GRN.6g036640,hypothetical protein
Lcu.1GRN.Chr3,117722891,117723151,Lcu.1GRN.3g015310,Lcu.1GRN.3g015310,hypothetical protein
Lcu.1GRN.Chr3,117727219,117729197,Lcu.1GRN.3g015330,Lcu.1GRN.3g015330,hypothetical protein
Lcu.1GRN.Chr1,370310797,370311105,Lcu.1GRN.1g036050,Lcu.1GRN.1g036050,hypothetical protein
Lcu.1GRN.Chr1,370404930,370405456,Lcu.1GRN.1g036060,Lcu.1GRN.1g036060,hypothetical protein
Lcu.1GRN.Chr3,345092836,345093036,Lcu.1GRN.3g047370,Lcu.1GRN.3g047370,hypothetical protein
Lcu.1GRN.Chr3,345163733,345164110,Lcu.1GRN.3g047410,Lcu.1GRN.3g047410,hypothetical protein
Lcu.1GRN.Chr7,244652716,244653018,Lcu.1GRN.7g031760,Lcu.1GRN.7g031760,hypothetical protein
Lcu.1GRN.Chr7,228854227,228854562,Lcu.1GRN.7g030190,Lcu.1GRN.7g030190,hypothetical protein
Lcu.1GRN.Chr3,344002318,344002672,Lcu.1GRN.3g047150,Lcu.1GRN.3g047150,hypothetical protein
Lcu.1GRN.Chr1,479381879,479382253,Lcu.1GRN.1g051290,Lcu.1GRN.1g051290,hypothetical protein
Lcu.1GRN.Chr6,300874355,300875030,Lcu.1GRN.6g035690,Lcu.1GRN.6g035690,hypothetical protein
Lcu.1GRN.Chr7,83482986,83483429,Lcu.1GRN.7g015530,Lcu.1GRN.7g015530,hypothetical protein
Lcu.1GRN.Chr7,83553649,83554418,Lcu.1GRN.7g015550,Lcu.1GRN.7g015550,hypothetical protein
Lcu.1GRN.Chr6,292043782,292043988,Lcu.1GRN.6g034080,Lcu.1GRN.6g034080,hypothetical protein
Lcu.1GRN.Chr6,304294011,304295408,Lcu.1GRN.6g036580,Lcu.1GRN.6g036580,IAA-amino acid hydrolase ILR1-like protein
Lcu.1GRN.Chr7,241180348,241182669,Lcu.1GRN.7g031240,Lcu.1GRN.7g031240,Importin subunit beta-1
Lcu.1GRN.Chr7,73767975,73770122,Lcu.1GRN.7g014760,Lcu.1GRN.7g014760,Integrase catalytic domain-containing protein
Lcu.1GRN.Chr7,240703783,240704262,Lcu.1GRN.7g031150,Lcu.1GRN.7g031150,Interactor of constitutive active ROPs 2;  chloroplastic
Lcu.1GRN.Chr7,83651863,83652468,Lcu.1GRN.7g015590,Lcu.1GRN.7g015590,IPPc domain-containing protein
Lcu.1GRN.Chr2,590664566,590668961,Lcu.1GRN.2g077820,Lcu.1GRN.2g077820,J domain-containing protein
Lcu.1GRN.Chr7,228492298,228493429,Lcu.1GRN.7g030110,Lcu.1GRN.7g030110,Kinesin-like protein
Lcu.1GRN.Chr2,499276180,499285990,Lcu.1GRN.2g067180,Lcu.1GRN.2g067180,Kinesin-like protein
Lcu.1GRN.Chr1,369821114,369822119,Lcu.1GRN.1g036000,Lcu.1GRN.1g036000,Kinesin-like protein
Lcu.1GRN.Chr7,246377091,246378482,Lcu.1GRN.7g031920,Lcu.1GRN.7g031920,L-ascorbate oxidase homolog
Lcu.1GRN.Chr1,363532847,363533724,Lcu.1GRN.1g035130,Lcu.1GRN.1g035130,Late embryogenesis abundant protein 31
Lcu.1GRN.Chr2,590764565,590765621,Lcu.1GRN.2g077830,Lcu.1GRN.2g077830,Leucine aminopeptidase
Lcu.1GRN.Chr1,359450173,359453086,Lcu.1GRN.1g034570,Lcu.1GRN.1g034570,Leucine-rich repeat receptor-like serine threonine-protein kinase at2g14440-like protein
Lcu.1GRN.Chr7,75870999,75875000,Lcu.1GRN.7g014870,Lcu.1GRN.7g014870,Leuk-A4-hydro_C domain-containing protein
Lcu.1GRN.Chr2,499269865,499272037,Lcu.1GRN.2g067170,Lcu.1GRN.2g067170,Lipid-transfer protein
Lcu.1GRN.Chr1,479329342,479339142,Lcu.1GRN.1g051260,Lcu.1GRN.1g051260,Lon protease homolog;  mitochondrial
Lcu.1GRN.Chr1,359657364,359667573,Lcu.1GRN.1g034610,Lcu.1GRN.1g034610,Long-chain-fatty-acid--CoA ligase
Lcu.1GRN.Chr1,359673452,359676144,Lcu.1GRN.1g034640,Lcu.1GRN.1g034640,Long-chain-fatty-acid--CoA ligase
Lcu.1GRN.Chr1,369543554,369547114,Lcu.1GRN.1g035940,Lcu.1GRN.1g035940,LOW QUALITY PROTEIN: uncharacterized protein LOC113785493
Lcu.1GRN.Chr6,295244872,295253102,Lcu.1GRN.6g034520,Lcu.1GRN.6g034520,LOW QUALITY PROTEIN: uncharacterized protein LOC113785801
Lcu.1GRN.Chr7,228696467,228702112,Lcu.1GRN.7g030150,Lcu.1GRN.7g030150,LOW QUALITY PROTEIN: uncharacterized protein LOC113785801
Lcu.1GRN.Chr7,72814803,72821270,Lcu.1GRN.7g014620,Lcu.1GRN.7g014620,LOW QUALITY PROTEIN: uncharacterized protein LOC113785801
Lcu.1GRN.Chr7,229392894,229399812,Lcu.1GRN.7g030220,Lcu.1GRN.7g030220,LOW QUALITY PROTEIN: uncharacterized protein LOC113785801
Lcu.1GRN.Chr6,304976243,304979678,Lcu.1GRN.6g036760,Lcu.1GRN.6g036760,LRR receptor-like kinase
Lcu.1GRN.Chr6,304606649,304609926,Lcu.1GRN.6g036620,Lcu.1GRN.6g036620,LRR receptor-like kinase family protein
Lcu.1GRN.Chr6,304647371,304648291,Lcu.1GRN.6g036660,Lcu.1GRN.6g036660,LRR receptor-like kinase family protein
Lcu.1GRN.Chr7,109100524,109103031,Lcu.1GRN.7g017860,Lcu.1GRN.7g017860,LRRNT_2 domain-containing protein
Lcu.1GRN.Chr2,538201026,538204234,Lcu.1GRN.2g070950,Lcu.1GRN.2g070950,Lysosomal Pro-X carboxypeptidase
Lcu.1GRN.Chr6,300546711,300548676,Lcu.1GRN.6g035650,Lcu.1GRN.6g035650,Lysosomal Pro-X carboxypeptidase
Lcu.1GRN.Chr1,370308027,370310724,Lcu.1GRN.1g036040,Lcu.1GRN.1g036040,Macrophage erythroblast attacher-like protein
Lcu.1GRN.Chr1,358196652,358199354,Lcu.1GRN.1g034360,Lcu.1GRN.1g034360,Macrophage erythroblast attacher-like protein
Lcu.1GRN.Chr1,351054008,351054718,Lcu.1GRN.1g033410,Lcu.1GRN.1g033410,MADS-box transcription factor family protein
Lcu.1GRN.Chr1,351322223,351322912,Lcu.1GRN.1g033430,Lcu.1GRN.1g033430,MADS-box transcription factor family protein
Lcu.1GRN.Chr1,369774306,369775378,Lcu.1GRN.1g035960,Lcu.1GRN.1g035960,Malectin_like domain-containing protein
Lcu.1GRN.Chr1,352126864,352128784,Lcu.1GRN.1g033550,Lcu.1GRN.1g033550,Maturase
Lcu.1GRN.Chr7,230515548,230515961,Lcu.1GRN.7g030340,Lcu.1GRN.7g030340,MBD domain-containing protein
Lcu.1GRN.Chr3,345152892,345155302,Lcu.1GRN.3g047390,Lcu.1GRN.3g047390,Mediator of RNA polymerase II transcription subunit 33A
Lcu.1GRN.Chr7,228483238,228483492,Lcu.1GRN.7g030090,Lcu.1GRN.7g030090,mediator of RNA polymerase II transcription subunit 9
Lcu.1GRN.Chr4,480194204,480198022,Lcu.1GRN.4g069400,Lcu.1GRN.4g069400,Membrane-anchored ubiquitin-fold protein
Lcu.1GRN.Chr6,301443215,301444476,Lcu.1GRN.6g035890,Lcu.1GRN.6g035890,Membrane-associated kinase regulator 6
Lcu.1GRN.Chr1,359448248,359449381,Lcu.1GRN.1g034560,Lcu.1GRN.1g034560,mental retardation GTPase activating protein homolog 4
Lcu.1GRN.Chr6,300943014,300946614,Lcu.1GRN.6g035700,Lcu.1GRN.6g035700,Metallophos domain-containing protein
Lcu.1GRN.Chr7,233545584,233550087,Lcu.1GRN.7g030680,Lcu.1GRN.7g030680,Metallophos domain-containing protein
Lcu.1GRN.Chr7,227890231,227896705,Lcu.1GRN.7g030050,Lcu.1GRN.7g030050,Methyltransferase
Lcu.1GRN.Chr7,240606491,240606834,Lcu.1GRN.7g031120,Lcu.1GRN.7g031120,MFS domain-containing protein
Lcu.1GRN.Chr7,471659689,471660750,Lcu.1GRN.7g048690,Lcu.1GRN.7g048690,MFS transporter
Lcu.1GRN.Chr7,241178344,241179079,Lcu.1GRN.7g031220,Lcu.1GRN.7g031220,Mitochondrial pyruvate carrier
Lcu.1GRN.Chr6,292194602,292197234,Lcu.1GRN.6g034100,Lcu.1GRN.6g034100,Mitogen-activated protein kinase
Lcu.1GRN.Chr7,478669459,478672178,Lcu.1GRN.7g049310,Lcu.1GRN.7g049310,MLO-like protein
Lcu.1GRN.Chr7,471988811,471991630,Lcu.1GRN.7g048760,Lcu.1GRN.7g048760,Molybdenum cofactor sulfurase
Lcu.1GRN.Chr7,72461951,72463617,Lcu.1GRN.7g014580,Lcu.1GRN.7g014580,monosaccharide-sensing protein 2
Lcu.1GRN.Chr3,344512163,344516800,Lcu.1GRN.3g047280,Lcu.1GRN.3g047280,mRNA (guanine-N(7))-methyltransferase
Lcu.1GRN.Chr7,233492695,233493227,Lcu.1GRN.7g030660,Lcu.1GRN.7g030660,Myb/SANT-like DNA-binding domain protein
Lcu.1GRN.Chr2,505928415,505928627,Lcu.1GRN.2g067470,Lcu.1GRN.2g067470,myosin-15-like
Lcu.1GRN.Chr7,83690028,83691450,Lcu.1GRN.7g015610,Lcu.1GRN.7g015610,NADH-ubiquinone oxidoreductase chain 1
Lcu.1GRN.Chr1,372678015,372690990,Lcu.1GRN.1g036350,Lcu.1GRN.1g036350,NBS-LRR protein
Lcu.1GRN.Chr1,479027999,479028919,Lcu.1GRN.1g051210,Lcu.1GRN.1g051210,Nicotianamine synthase
Lcu.1GRN.Chr1,479233593,479235756,Lcu.1GRN.1g051220,Lcu.1GRN.1g051220,Nicotianamine synthase
Lcu.1GRN.Chr1,479258186,479260349,Lcu.1GRN.1g051240,Lcu.1GRN.1g051240,Nicotianamine synthase
Lcu.1GRN.Chr7,478841523,478844145,Lcu.1GRN.7g049330,Lcu.1GRN.7g049330,nitrate regulatory gene2 protein-like isoform X1
Lcu.1GRN.Chr3,344131832,344137442,Lcu.1GRN.3g047180,Lcu.1GRN.3g047180,NTP_transf_2 domain-containing protein
Lcu.1GRN.Chr1,359669763,359671988,Lcu.1GRN.1g034630,Lcu.1GRN.1g034630,nuclear intron maturase 3;  mitochondrial
Lcu.1GRN.Chr6,295546984,295548196,Lcu.1GRN.6g034540,Lcu.1GRN.6g034540,Nucleobase-ascorbate transporter 6
Lcu.1GRN.Chr7,236189068,236191885,Lcu.1GRN.7g031010,Lcu.1GRN.7g031010,Nucleoredoxin 1
Lcu.1GRN.Chr2,502081055,502081641,Lcu.1GRN.2g067290,Lcu.1GRN.2g067290,O-fucosyltransferase family protein
Lcu.1GRN.Chr2,590969119,590971673,Lcu.1GRN.2g077910,Lcu.1GRN.2g077910,outer envelope protein 80;  chloroplastic
Lcu.1GRN.Chr1,413265544,413266203,Lcu.1GRN.1g042060,Lcu.1GRN.1g042060,Ovule protein
Lcu.1GRN.Chr1,364099178,364100696,Lcu.1GRN.1g035220,Lcu.1GRN.1g035220,Oxysterol-binding protein-related protein
Lcu.1GRN.Chr1,358903531,358904109,Lcu.1GRN.1g034460,Lcu.1GRN.1g034460,Paired amphipathic helix protein
Lcu.1GRN.Chr1,358909772,358910716,Lcu.1GRN.1g034470,Lcu.1GRN.1g034470,Paired amphipathic helix protein
Lcu.1GRN.Chr7,235747103,235751178,Lcu.1GRN.7g030950,Lcu.1GRN.7g030950,Pantothenate kinase
Lcu.1GRN.Chr7,72905328,72906041,Lcu.1GRN.7g014650,Lcu.1GRN.7g014650,Pathogenesis-related thaumatin family protein
Lcu.1GRN.Chr6,292192061,292194363,Lcu.1GRN.6g034090,Lcu.1GRN.6g034090,Pectate_lyase_3 domain-containing protein
Lcu.1GRN.Chr3,117049524,117051260,Lcu.1GRN.3g015200,Lcu.1GRN.3g015200,Pectin lyase superfamily protein
Lcu.1GRN.Chr7,233302420,233305318,Lcu.1GRN.7g030610,Lcu.1GRN.7g030610,Pectin lyase superfamily protein
Lcu.1GRN.Chr7,233313771,233317315,Lcu.1GRN.7g030620,Lcu.1GRN.7g030620,Pectin lyase superfamily protein
Lcu.1GRN.Chr7,233326113,233329312,Lcu.1GRN.7g030630,Lcu.1GRN.7g030630,Pectin lyase superfamily protein
Lcu.1GRN.Chr1,369771546,369773423,Lcu.1GRN.1g035950,Lcu.1GRN.1g035950,Pectin lyase superfamily protein
Lcu.1GRN.Chr1,369785199,369785711,Lcu.1GRN.1g035970,Lcu.1GRN.1g035970,Pectin lyase superfamily protein
Lcu.1GRN.Chr1,369785872,369787168,Lcu.1GRN.1g035980,Lcu.1GRN.1g035980,Pectin lyase superfamily protein
Lcu.1GRN.Chr3,117998402,118001486,Lcu.1GRN.3g015340,Lcu.1GRN.3g015340,Pectin lyase-like superfamily protein
Lcu.1GRN.Chr7,73618331,73619741,Lcu.1GRN.7g014740,Lcu.1GRN.7g014740,Pectinesterase
Lcu.1GRN.Chr7,72980361,72981736,Lcu.1GRN.7g014670,Lcu.1GRN.7g014670,Pectinesterase
Lcu.1GRN.Chr2,505927736,505928252,Lcu.1GRN.2g067460,Lcu.1GRN.2g067460,Pentatricopeptide repeat-containing protein
Lcu.1GRN.Chr7,471340798,471343251,Lcu.1GRN.7g048660,Lcu.1GRN.7g048660,Pentatricopeptide repeat-containing protein
Lcu.1GRN.Chr7,233299818,233301797,Lcu.1GRN.7g030600,Lcu.1GRN.7g030600,Pentatricopeptide repeat-containing protein
Lcu.1GRN.Chr7,88575920,88576807,Lcu.1GRN.7g015980,Lcu.1GRN.7g015980,Pentatricopeptide repeat-containing protein
Lcu.1GRN.Chr1,412556372,412556852,Lcu.1GRN.1g041930,Lcu.1GRN.1g041930,Pentatricopeptide repeat-containing protein
Lcu.1GRN.Chr1,412639687,412640313,Lcu.1GRN.1g041990,Lcu.1GRN.1g041990,Pentatricopeptide repeat-containing protein
Lcu.1GRN.Chr7,235966775,235967368,Lcu.1GRN.7g030990,Lcu.1GRN.7g030990,Pentatricopeptide repeat-containing protein At1g60770
Lcu.1GRN.Chr7,68824212,68824541,Lcu.1GRN.7g014090,Lcu.1GRN.7g014090,Pentatricopeptide repeat-containing protein At3g04130;  mitochondrial
Lcu.1GRN.Chr3,117725230,117726626,Lcu.1GRN.3g015320,Lcu.1GRN.3g015320,Pentatricopeptide repeat-containing protein At5g46680
Lcu.1GRN.Chr7,228675221,228687237,Lcu.1GRN.7g030140,Lcu.1GRN.7g030140,Pentatricopeptide repeat-containing protein PNM1;  mitochondrial
Lcu.1GRN.Chr7,228716206,228717351,Lcu.1GRN.7g030160,Lcu.1GRN.7g030160,Pentatricopeptide repeat-containing protein PNM1;  mitochondrial
Lcu.1GRN.Chr2,591391748,591392197,Lcu.1GRN.2g077930,Lcu.1GRN.2g077930,Peptidase A1 domain-containing protein
Lcu.1GRN.Chr2,591401690,591402139,Lcu.1GRN.2g077950,Lcu.1GRN.2g077950,Peptidase A1 domain-containing protein
Lcu.1GRN.Chr6,304646283,304646779,Lcu.1GRN.6g036650,Lcu.1GRN.6g036650,Peptidyl-prolyl cis-trans isomerase
Lcu.1GRN.Chr1,372875078,372878151,Lcu.1GRN.1g036400,Lcu.1GRN.1g036400,Perakine reductase-like
Lcu.1GRN.Chr6,304259430,304260590,Lcu.1GRN.6g036560,Lcu.1GRN.6g036560,PHD finger protein ALFIN-LIKE 3
Lcu.1GRN.Chr1,363826136,363827106,Lcu.1GRN.1g035150,Lcu.1GRN.1g035150,PHD_Oberon domain-containing protein
Lcu.1GRN.Chr1,363827243,363828012,Lcu.1GRN.1g035160,Lcu.1GRN.1g035160,PHD_Oberon domain-containing protein
Lcu.1GRN.Chr1,363958556,363960315,Lcu.1GRN.1g035190,Lcu.1GRN.1g035190,PHD_Oberon domain-containing protein
Lcu.1GRN.Chr1,364135604,364137363,Lcu.1GRN.1g035260,Lcu.1GRN.1g035260,PHD_Oberon domain-containing protein
Lcu.1GRN.Chr1,412559417,412561453,Lcu.1GRN.1g041940,Lcu.1GRN.1g041940,PHD_Oberon domain-containing protein
Lcu.1GRN.Chr1,412671796,412673828,Lcu.1GRN.1g042000,Lcu.1GRN.1g042000,PHD_Oberon domain-containing protein
Lcu.1GRN.Chr1,413025324,413027373,Lcu.1GRN.1g042020,Lcu.1GRN.1g042020,PHD_Oberon domain-containing protein
Lcu.1GRN.Chr2,502077220,502080850,Lcu.1GRN.2g067280,Lcu.1GRN.2g067280,Phosphoglucomutase (alpha-D-glucose-1; 6-bisphosphate-dependent)
Lcu.1GRN.Chr6,301103402,301107201,Lcu.1GRN.6g035750,Lcu.1GRN.6g035750,Phosphoglycolate phosphatase-like protein
Lcu.1GRN.Chr3,344526182,344532245,Lcu.1GRN.3g047300,Lcu.1GRN.3g047300,Phosphomevalonate kinase
Lcu.1GRN.Chr7,68906602,68907694,Lcu.1GRN.7g014120,Lcu.1GRN.7g014120,Phosphopantothenoylcysteine decarboxylase
Lcu.1GRN.Chr7,471121406,471123591,Lcu.1GRN.7g048640,Lcu.1GRN.7g048640,Phototropic-responsive NPH3 family protein
Lcu.1GRN.Chr1,359668083,359669182,Lcu.1GRN.1g034620,Lcu.1GRN.1g034620,Phytocyanin domain-containing protein
Lcu.1GRN.Chr7,243764767,243766551,Lcu.1GRN.7g031640,Lcu.1GRN.7g031640,PKS_ER domain-containing protein
Lcu.1GRN.Chr7,228490579,228491731,Lcu.1GRN.7g030100,Lcu.1GRN.7g030100,Plasma membrane intrinsic protein
Lcu.1GRN.Chr6,304660730,304662143,Lcu.1GRN.6g036700,Lcu.1GRN.6g036700,PMD domain-containing protein
Lcu.1GRN.Chr2,538793721,538795374,Lcu.1GRN.2g071000,Lcu.1GRN.2g071000,PMD domain-containing protein
Lcu.1GRN.Chr1,363905952,363906652,Lcu.1GRN.1g035180,Lcu.1GRN.1g035180,PMD domain-containing protein
Lcu.1GRN.Chr6,305157143,305158004,Lcu.1GRN.6g036770,Lcu.1GRN.6g036770,PMD domain-containing protein
Lcu.1GRN.Chr2,501774233,501775686,Lcu.1GRN.2g067250,Lcu.1GRN.2g067250,PMD domain-containing protein
Lcu.1GRN.Chr2,502336701,502337082,Lcu.1GRN.2g067300,Lcu.1GRN.2g067300,PMD domain-containing protein
Lcu.1GRN.Chr7,246062820,246065174,Lcu.1GRN.7g031870,Lcu.1GRN.7g031870,PMD domain-containing protein
Lcu.1GRN.Chr2,498259738,498261903,Lcu.1GRN.2g067050,Lcu.1GRN.2g067050,PMD domain-containing protein
Lcu.1GRN.Chr2,498719225,498721763,Lcu.1GRN.2g067090,Lcu.1GRN.2g067090,PMD domain-containing protein
Lcu.1GRN.Chr7,230147730,230148194,Lcu.1GRN.7g030310,Lcu.1GRN.7g030310,PMD domain-containing protein
Lcu.1GRN.Chr7,230148237,230149115,Lcu.1GRN.7g030320,Lcu.1GRN.7g030320,PMD domain-containing protein
Lcu.1GRN.Chr7,230945971,230949236,Lcu.1GRN.7g030350,Lcu.1GRN.7g030350,PMD domain-containing protein
Lcu.1GRN.Chr1,359521145,359522392,Lcu.1GRN.1g034590,Lcu.1GRN.1g034590,PMD domain-containing protein
Lcu.1GRN.Chr7,228340286,228341481,Lcu.1GRN.7g030080,Lcu.1GRN.7g030080,PMD domain-containing protein
Lcu.1GRN.Chr7,125457181,125459037,Lcu.1GRN.7g019760,Lcu.1GRN.7g019760,PMD domain-containing protein
Lcu.1GRN.Chr7,241078289,241080423,Lcu.1GRN.7g031200,Lcu.1GRN.7g031200,PMD domain-containing protein
Lcu.1GRN.Chr7,109524545,109526059,Lcu.1GRN.7g017910,Lcu.1GRN.7g017910,PMD domain-containing protein
Lcu.1GRN.Chr7,233821534,233824628,Lcu.1GRN.7g030720,Lcu.1GRN.7g030720,PMD domain-containing protein
Lcu.1GRN.Chr7,72718863,72720194,Lcu.1GRN.7g014600,Lcu.1GRN.7g014600,PMD domain-containing protein
Lcu.1GRN.Chr7,72868581,72870542,Lcu.1GRN.7g014640,Lcu.1GRN.7g014640,PMD domain-containing protein
Lcu.1GRN.Chr2,591240839,591242212,Lcu.1GRN.2g077920,Lcu.1GRN.2g077920,PMD domain-containing protein
Lcu.1GRN.Chr7,88412818,88416642,Lcu.1GRN.7g015940,Lcu.1GRN.7g015940,PMD domain-containing protein
Lcu.1GRN.Chr7,88429086,88431020,Lcu.1GRN.7g015950,Lcu.1GRN.7g015950,PMD domain-containing protein
Lcu.1GRN.Chr7,88469214,88469567,Lcu.1GRN.7g015960,Lcu.1GRN.7g015960,PMD domain-containing protein
Lcu.1GRN.Chr1,412593647,412596544,Lcu.1GRN.1g041970,Lcu.1GRN.1g041970,PMD domain-containing protein
Lcu.1GRN.Chr1,362517559,362520256,Lcu.1GRN.1g035070,Lcu.1GRN.1g035070,Pol polyprotein
Lcu.1GRN.Chr7,241071315,241072028,Lcu.1GRN.7g031190,Lcu.1GRN.7g031190,Pol polyprotein
Lcu.1GRN.Chr6,295792566,295793089,Lcu.1GRN.6g034660,Lcu.1GRN.6g034660,Poly(A) polymerase
Lcu.1GRN.Chr6,295793223,295793453,Lcu.1GRN.6g034670,Lcu.1GRN.6g034670,Poly(A) polymerase
Lcu.1GRN.Chr3,118299857,118304918,Lcu.1GRN.3g015380,Lcu.1GRN.3g015380,Polyamine oxidase-like protein
Lcu.1GRN.Chr7,244135112,244137312,Lcu.1GRN.7g031730,Lcu.1GRN.7g031730,Polygalacturonase 1 beta-like protein 1
Lcu.1GRN.Chr3,344048010,344053009,Lcu.1GRN.3g047160,Lcu.1GRN.3g047160,Polypyrimidine tract-binding protein 2-like
Lcu.1GRN.Chr1,358516396,358517541,Lcu.1GRN.1g034450,Lcu.1GRN.1g034450,Polyubiquitin
Lcu.1GRN.Chr6,295790097,295790414,Lcu.1GRN.6g034640,Lcu.1GRN.6g034640,Prohibitin
Lcu.1GRN.Chr2,502075467,502076180,Lcu.1GRN.2g067270,Lcu.1GRN.2g067270,Prohibitin
Lcu.1GRN.Chr7,88582399,88583133,Lcu.1GRN.7g015990,Lcu.1GRN.7g015990,Proline-rich protein 4-like
Lcu.1GRN.Chr7,471498022,471499483,Lcu.1GRN.7g048680,Lcu.1GRN.7g048680,protein argonaute 5
Lcu.1GRN.Chr3,118293421,118293784,Lcu.1GRN.3g015360,Lcu.1GRN.3g015360,protein argonaute 5-like
Lcu.1GRN.Chr6,292273253,292288692,Lcu.1GRN.6g034130,Lcu.1GRN.6g034130,Protein BPS1 chloroplastic-like
Lcu.1GRN.Chr7,243555264,243557658,Lcu.1GRN.7g031590,Lcu.1GRN.7g031590,Protein DETOXIFICATION
Lcu.1GRN.Chr1,413341212,413343164,Lcu.1GRN.1g042070,Lcu.1GRN.1g042070,Protein DETOXIFICATION
Lcu.1GRN.Chr1,413091869,413095738,Lcu.1GRN.1g042040,Lcu.1GRN.1g042040,protein disulfide-isomerase 5-2
Lcu.1GRN.Chr7,109750691,109756391,Lcu.1GRN.7g017930,Lcu.1GRN.7g017930,Protein DJ-1 C-like
Lcu.1GRN.Chr3,345193960,345195552,Lcu.1GRN.3g047430,Lcu.1GRN.3g047430,protein DMR6-LIKE OXYGENASE 2-like
Lcu.1GRN.Chr2,590618596,590619525,Lcu.1GRN.2g077810,Lcu.1GRN.2g077810,Protein FAF-like;  chloroplastic
Lcu.1GRN.Chr7,228222533,228224915,Lcu.1GRN.7g030070,Lcu.1GRN.7g030070,Protein FAR1-RELATED SEQUENCE
Lcu.1GRN.Chr1,478513530,478514408,Lcu.1GRN.1g051170,Lcu.1GRN.1g051170,Protein FAR1-RELATED SEQUENCE
Lcu.1GRN.Chr7,75881363,75892961,Lcu.1GRN.7g014880,Lcu.1GRN.7g014880,protein gamma response 1
Lcu.1GRN.Chr7,478650731,478654318,Lcu.1GRN.7g049300,Lcu.1GRN.7g049300,Protein kinase
Lcu.1GRN.Chr6,304657321,304658887,Lcu.1GRN.6g036690,Lcu.1GRN.6g036690,Protein kinase domain-containing protein
Lcu.1GRN.Chr6,292691604,292694630,Lcu.1GRN.6g034150,Lcu.1GRN.6g034150,Protein kinase domain-containing protein
Lcu.1GRN.Chr6,292990255,292990702,Lcu.1GRN.6g034210,Lcu.1GRN.6g034210,Protein kinase domain-containing protein
Lcu.1GRN.Chr3,344887369,344892415,Lcu.1GRN.3g047350,Lcu.1GRN.3g047350,Protein kinase domain-containing protein
Lcu.1GRN.Chr7,68268272,68268664,Lcu.1GRN.7g014070,Lcu.1GRN.7g014070,Protein kinase domain-containing protein
Lcu.1GRN.Chr6,293408004,293409809,Lcu.1GRN.6g034330,Lcu.1GRN.6g034330,protein MAIN-LIKE 1-like
Lcu.1GRN.Chr2,591392644,591393054,Lcu.1GRN.2g077940,Lcu.1GRN.2g077940,Protein MIZU-KUSSEI 1-like
Lcu.1GRN.Chr2,591402586,591402996,Lcu.1GRN.2g077960,Lcu.1GRN.2g077960,Protein MIZU-KUSSEI 1-like
Lcu.1GRN.Chr7,243557732,243558747,Lcu.1GRN.7g031600,Lcu.1GRN.7g031600,Protein NLP6-like
Lcu.1GRN.Chr6,301391074,301393692,Lcu.1GRN.6g035870,Lcu.1GRN.6g035870,Protein PIN-LIKES 3
Lcu.1GRN.Chr6,301174124,301176629,Lcu.1GRN.6g035770,Lcu.1GRN.6g035770,Protein PLANT CADMIUM RESISTANCE like
Lcu.1GRN.Chr1,478898624,478904237,Lcu.1GRN.1g051190,Lcu.1GRN.1g051190,Protein SEMI-ROLLED LEAF 2
Lcu.1GRN.Chr7,228853207,228853970,Lcu.1GRN.7g030180,Lcu.1GRN.7g030180,Protein TIC 40;  chloroplastic
Lcu.1GRN.Chr1,370832315,370837350,Lcu.1GRN.1g036110,Lcu.1GRN.1g036110,Protein TIFY 4B
Lcu.1GRN.Chr2,498679421,498681845,Lcu.1GRN.2g067080,Lcu.1GRN.2g067080,Protein unc-45 isogeny A
Lcu.1GRN.Chr3,344299729,344307000,Lcu.1GRN.3g047220,Lcu.1GRN.3g047220,Protein-serine/threonine phosphatase
Lcu.1GRN.Chr6,301334708,301335826,Lcu.1GRN.6g035840,Lcu.1GRN.6g035840,Purine permease 21
Lcu.1GRN.Chr1,478499902,478503185,Lcu.1GRN.1g051160,Lcu.1GRN.1g051160,Rab9 effector protein with kelch motifs
Lcu.1GRN.Chr7,72906492,72908118,Lcu.1GRN.7g014660,Lcu.1GRN.7g014660,Ras-related protein
Lcu.1GRN.Chr6,304653306,304653530,Lcu.1GRN.6g036670,Lcu.1GRN.6g036670,Receptor-like kinase
Lcu.1GRN.Chr7,124929080,124930642,Lcu.1GRN.7g019720,Lcu.1GRN.7g019720,Receptor-like kinase
Lcu.1GRN.Chr7,233491253,233491783,Lcu.1GRN.7g030650,Lcu.1GRN.7g030650,Receptor-like protein kinase
Lcu.1GRN.Chr1,413143507,413147859,Lcu.1GRN.1g042050,Lcu.1GRN.1g042050,Receptor-like region;  transmembrane domain-and RING domain-containing protein 2
Lcu.1GRN.Chr2,498819312,498822578,Lcu.1GRN.2g067100,Lcu.1GRN.2g067100,Receptor-like serine/threonine-protein kinase
